dish_id,calories,serving_size,protein,fat,carbs,ingredient_id_1,ingredient_name_1,amount_1,calories_1,fat_1,carb_1,protein_1,ingredient_id_2,ingredient_name_2,amount_2,calories_2,fat_2,carb_2,protein_2,ingredient_id_3,ingredient_name_3,amount_3,calories_3,fat_3,carb_3,protein_3,ingredient_id_4,ingredient_name_4,amount_4,calories_4,fat_4,carb_4,protein_4,ingredient_id_5,ingredient_name_5,amount_5,calories_5,fat_5,carb_5,protein_5,ingredient_id_6,ingredient_name_6,amount_6,calories_6,fat_6,carb_6,protein_6,ingredient_id_7,ingredient_name_7,amount_7,calories_7,fat_7,carb_7,protein_7,ingredient_id_8,ingredient_name_8,amount_8,calories_8,fat_8,carb_8,protein_8
dish_1574109245,0.0,122.0,0.0,0.0,0.0,ingr_0000000007,cauliflower,35.600002,8.9000005,0.106800006,1.7800001,0.640800036,ingr_0000000081,pickles,6.08547,0.6694017,0.01217094,0.13996581,0.01825641,ingr_0000000087,coleslaw,12.17094,18.53634162,1.18058118,1.80129912,0.1217094,ingr_0000000110,barbecue sauce,3.042735,5.2335042,0.01825641,1.24752135,0.02434188,ingr_0000000291,salt,0.042932,0.0,0.0,0.0,0.0,ingr_0000000481,flatbread,64.397644,177.093521,0.772771728,36.06268064,5.860185604,ingr_0000000555,,0.660273,5.852659872,0.660273,0.0,0.0,,,,,,,
dish_1574193316,0.0,275.0,0.0,0.0,0.0,ingr_0000000005,potatoes,78.600723,60.52255671,0.078600723,13.36212291,1.57201446,ingr_0000000007,cauliflower,72.0,18.0,0.216,3.6,1.296,ingr_0000000010,steak,40.171551,108.86490321,7.63259469,0.0,10.04288775,ingr_0000000045,carrot,58.079353,23.81253473,0.116158706,5.8079353,0.522714177,ingr_0000000122,garlic,4.332127,6.45486923,0.021660635,1.42960191,0.277256128,ingr_0000000291,salt,0.433213,0.0,0.0,0.0,0.0,ingr_0000000475,salsa,19.650181,5.69855249,0.039300362,1.296911946,0.294752715,ingr_0000000555,,1.732851,15.359991264,1.732851,0.0,0.0
dish_1571931482,0.0,337.0,0.0,0.0,0.0,ingr_0000000039,sausage,44.0,151.624,12.012,1.848,8.492,ingr_0000000128,egg whites,244.166656,126.96666112,0.488333312,1.709166592,24.4166656,ingr_0000000475,salsa,48.833336,14.16166744,0.097666672,3.223000176,0.73250004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1573161475,0.0,91.0,0.0,0.0,0.0,ingr_0000000007,cauliflower,26.5541,6.638525,0.0796623,1.327705,0.4779738,ingr_0000000081,pickles,4.539162,0.49930782,0.009078324,0.104400726,0.013617486,ingr_0000000087,coleslaw,9.078324,13.826287452,0.880597428,1.343591952,0.09078324,ingr_0000000110,barbecue sauce,2.269581,3.90367932,0.013617486,0.93052821,0.018156648,ingr_0000000291,salt,0.032023,0.0,0.0,0.0,0.0,ingr_0000000481,flatbread,48.034309,132.09434975,0.576411708,26.89921304,4.371122119,ingr_0000000555,,0.492499,4.365511136,0.492499,0.0,0.0,,,,,,,
dish_1571934154,0.0,288.0,0.0,0.0,0.0,ingr_0000000008,scrambled eggs,158.333328,234.33332544,17.41666608,2.533333248,15.8333328,ingr_0000000433,roasted potatoes,98.0,138.18,6.664,17.64,2.058,ingr_0000000475,salsa,31.666668,9.18333372,0.063333336,2.090000088,0.47500002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1573851615,0.0,227.0,0.0,0.0,0.0,ingr_0000000161,olive oil,2.005811,17.73136924,2.005811,0.0,0.0,ingr_0000000185,collards,116.0,36.308,0.696,6.148,3.48,ingr_0000000291,salt,0.011792,0.0,0.0,0.0,0.0,ingr_0000000341,cream,2.005811,6.745542393,0.734126826,0.054156897,0.056162708,ingr_0000000437,sweet potato,106.976585,81.3022046,0.0,19.2557853,1.06976585,,,,,,,,,,,,,,,,,,,,,
dish_1574269354,0.0,109.0,0.0,0.0,0.0,ingr_0000000007,cauliflower,6.007874,1.5019685,0.018023622,0.3003937,0.108141732,ingr_0000000027,broccoli,10.299212,3.6047242,0.041196848,0.72094484,0.247181088,ingr_0000000042,avocado,13.732284,21.9716544,2.0598426,1.23590556,0.27464568,ingr_0000000072,kale,6.866142,3.36440958,0.048062994,0.61795278,0.226582686,ingr_0000000136,poached eggs,12.015748,17.1224409,1.105448816,0.096125984,1.5019685,ingr_0000000338,vinaigrette,6.866142,31.96189101,3.556661556,0.178519692,0.0,ingr_0000000437,sweet potato,49.779526,37.83243976,0.0,8.96031468,0.49779526,ingr_0000000531,pumpkin seeds,3.433071,15.31149666,0.65228349,1.85385834,0.65228349
dish_1571935085,0.0,85.0,0.0,0.0,0.0,ingr_0000000023,brown rice,17.548388,19.47871068,0.157935492,4.03612924,0.456258088,ingr_0000000032,tomatoes,8.774194,2.98322596,0.061419358,0.596645192,0.061419358,ingr_0000000042,avocado,8.774194,14.0387104,1.3161291,0.78967746,0.17548388,ingr_0000000094,onions,8.774194,3.5096776,0.008774194,0.78967746,0.096516134,ingr_0000000243,mozzarella cheese,23.39785,64.9524316,4.00103235,0.7487312,6.551398,ingr_0000000377,quinoa,17.548388,21.0580656,0.333419372,3.68516148,0.772129072,ingr_0000000515,arugula,0.182796,0.045699,0.001279572,0.006763452,0.004752696,,,,,,,
dish_1576258685,0.0,267.0,0.0,0.0,0.0,ingr_0000000004,bacon,35.0,189.35,14.7,0.49,12.95,ingr_0000000008,scrambled eggs,110.833328,164.03332544,12.19166608,1.773333248,11.0833328,ingr_0000000015,hash browns,99.0,322.74,21.78,31.68,2.574,ingr_0000000475,salsa,22.166668,6.42833372,0.044333336,1.463000088,0.33250002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1574443257,0.0,160.0,0.0,0.0,0.0,ingr_0000000004,bacon,31.0,167.71,13.02,0.434,11.47,ingr_0000000015,hash browns,129.0,420.54,28.38,41.28,3.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1573491330,0.0,123.0,0.0,0.0,0.0,ingr_0000000002,strawberries,53.0,17.49,0.159,4.24,0.371,ingr_0000000128,egg whites,70.0,36.4,0.14,0.49,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1573579406,0.0,110.0,0.0,0.0,0.0,ingr_0000000004,bacon,36.0,194.76,15.12,0.504,13.32,ingr_0000000015,hash browns,74.0,241.24,16.28,23.68,1.924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1576171204,0.0,252.0,0.0,0.0,0.0,ingr_0000000008,scrambled eggs,100.0,148.0,11.0,1.6,10.0,ingr_0000000016,brussels sprouts,76.312408,32.81433544,0.228937224,6.86811672,2.594621872,ingr_0000000077,almonds,0.29442,1.70204202,0.1457379,0.06683334,0.06595008,ingr_0000000161,olive oil,1.430858,12.64878472,1.430858,0.0,0.0,ingr_0000000203,chili,0.953905,0.381562,0.00381562,0.084897545,0.01717029,ingr_0000000291,salt,0.008412,0.0,0.0,0.0,0.0,ingr_0000000475,salsa,20.0,5.8,0.04,1.32,0.3,ingr_0000000510,chicken apple sausage,53.0,84.8,5.3,1.59,7.42
dish_1574720429,0.0,96.0,0.0,0.0,0.0,ingr_0000000510,chicken apple sausage,96.0,153.6,9.6,2.88,13.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1572365415,0.0,289.0,0.0,0.0,0.0,ingr_0000000545,greek yogurt,289.0,170.51,1.156,10.404,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1574098164,0.0,42.0,0.0,0.0,0.0,ingr_0000000004,bacon,42.0,227.22,17.64,0.588,15.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1574193262,0.0,203.0,0.0,0.0,0.0,ingr_0000000005,potatoes,78.600723,60.52255671,0.078600723,13.36212291,1.57201446,ingr_0000000010,steak,40.171551,108.86490321,7.63259469,0.0,10.04288775,ingr_0000000045,carrot,58.079353,23.81253473,0.116158706,5.8079353,0.522714177,ingr_0000000122,garlic,4.332127,6.45486923,0.021660635,1.42960191,0.277256128,ingr_0000000291,salt,0.433213,0.0,0.0,0.0,0.0,ingr_0000000475,salsa,19.650181,5.69855249,0.039300362,1.296911946,0.294752715,ingr_0000000555,,1.732851,15.359991264,1.732851,0.0,0.0,,,,,,,
dish_1576258657,0.0,168.0,0.0,0.0,0.0,ingr_0000000004,bacon,35.0,189.35,14.7,0.49,12.95,ingr_0000000008,scrambled eggs,110.833328,164.03332544,12.19166608,1.773333248,11.0833328,ingr_0000000475,salsa,22.166668,6.42833372,0.044333336,1.463000088,0.33250002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1572625898,0.0,271.0,0.0,0.0,0.0,ingr_0000000004,bacon,43.0,232.63,18.06,0.602,15.91,ingr_0000000008,scrambled eggs,130.0,192.4,14.3,2.08,13.0,ingr_0000000194,fried rice,51.0,80.427,1.122,15.249,2.397,ingr_0000000475,salsa,26.0,7.54,0.052,1.716,0.39,ingr_0000000485,zucchini,21.0,3.15,0.084,0.567,0.231,,,,,,,,,,,,,,,,,,,,,
dish_1576100046,0.0,123.0,0.0,0.0,0.0,ingr_0000000161,olive oil,1.12146,9.9137064,1.12146,0.0,0.0,ingr_0000000291,salt,0.013186,0.0,0.0,0.0,0.0,ingr_0000000335,eggplant,119.622429,29.666362392,0.239244858,7.057723311,1.19622429,ingr_0000000532,pesto,2.242921,12.60521602,1.231363629,0.17943368,0.271393441,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1571932448,0.0,334.0,0.0,0.0,0.0,ingr_0000000059,oatmeal,334.0,227.12,4.676,40.08,8.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1572021481,0.0,140.0,0.0,0.0,0.0,ingr_0000000045,carrot,30.840097,12.64443977,0.061680194,3.0840097,0.277560873,ingr_0000000161,olive oil,0.385501,3.40782884,0.385501,0.0,0.0,ingr_0000000279,omelets,108.0,166.32,12.636,0.648,11.232,ingr_0000000291,salt,0.0034,0.0,0.0,0.0,0.0,ingr_0000000545,greek yogurt,0.771002,0.45489118,0.003084008,0.027756072,0.0771002,,,,,,,,,,,,,,,,,,,,,
dish_1572540173,0.0,130.0,0.0,0.0,0.0,ingr_0000000002,strawberries,46.0,15.18,0.138,3.68,0.322,ingr_0000000433,roasted potatoes,84.0,118.44,5.712,15.12,1.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1575923584,0.0,224.0,0.0,0.0,0.0,ingr_0000000074,pasta,224.0,294.784,2.464,55.552,11.424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1574098218,0.0,116.0,0.0,0.0,0.0,ingr_0000000004,bacon,42.0,227.22,17.64,0.588,15.54,ingr_0000000128,egg whites,61.666664,32.06666528,0.123333328,0.431666648,6.1666664,ingr_0000000475,salsa,12.333334,3.57666686,0.024666668,0.814000044,0.18500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1571931763,0.0,70.0,0.0,0.0,0.0,ingr_0000000008,scrambled eggs,70.0,103.6,7.7,1.12,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1572889747,0.0,39.0,0.0,0.0,0.0,ingr_0000000004,bacon,39.0,210.99,16.38,0.546,14.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1574098245,0.0,167.0,0.0,0.0,0.0,ingr_0000000002,strawberries,51.0,16.83,0.153,4.08,0.357,ingr_0000000004,bacon,42.0,227.22,17.64,0.588,15.54,ingr_0000000128,egg whites,61.666664,32.06666528,0.123333328,0.431666648,6.1666664,ingr_0000000475,salsa,12.333334,3.57666686,0.024666668,0.814000044,0.18500001,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1572280018,0.0,261.0,0.0,0.0,0.0,ingr_0000000128,egg whites,217.5,113.1,0.435,1.5225,21.75,ingr_0000000475,salsa,43.5,12.615,0.087,2.871,0.6525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1573072447,0.0,196.0,0.0,0.0,0.0,ingr_0000000102,snow peas,57.0,46.17,0.228,7.98,2.85,ingr_0000000161,olive oil,4.198418,37.11401512,4.198418,0.0,0.0,ingr_0000000243,mozzarella cheese,16.793671,46.619230696,2.871717741,0.537397472,4.70222788,ingr_0000000456,barley,79.0,97.17,0.316,22.12,1.817,ingr_0000000521,basil,4.198418,1.00762032,0.0,0.08396836,0.16793672,ingr_0000000549,,22.214241,52.314537555,1.044069327,9.263338497,1.199569014,ingr_0000000551,,12.595253,3.65262337,0.025190506,0.88166771,0.163738289,,,,,,,
dish_1573503054,0.0,128.0,0.0,0.0,0.0,ingr_0000000168,lasagna,128.0,172.8,6.4,19.712,9.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1572625810,0.0,199.0,0.0,0.0,0.0,ingr_0000000004,bacon,43.0,232.63,18.06,0.602,15.91,ingr_0000000008,scrambled eggs,130.0,192.4,14.3,2.08,13.0,ingr_0000000475,salsa,26.0,7.54,0.052,1.716,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1575481443,0.0,85.0,0.0,0.0,0.0,ingr_0000000015,hash browns,58.0,189.08,12.76,18.56,1.508,ingr_0000000039,sausage,27.0,93.042,7.371,1.134,5.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1575997210,0.0,3.0,0.0,0.0,0.0,ingr_0000000440,grapes,3.0,2.07,0.006,0.54,0.021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1571934494,0.0,232.0,0.0,0.0,0.0,ingr_0000000128,egg whites,232.0,120.64,0.464,1.624,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1572550690,0.0,169.0,0.0,0.0,0.0,ingr_0000000089,spaghetti,169.0,267.02,1.521,52.39,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1571931678,0.0,351.0,0.0,0.0,0.0,ingr_0000000008,scrambled eggs,120.0,177.6,13.2,1.92,12.0,ingr_0000000039,sausage,85.0,292.91,23.205,3.57,16.405,ingr_0000000128,egg whites,80.0,41.6,0.16,0.56,8.0,ingr_0000000433,roasted potatoes,66.0,93.06,4.488,11.88,1.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1572538087,0.0,334.0,0.0,0.0,0.0,ingr_0000000128,egg whites,278.333313,144.73332276,0.556666626,1.948333191,27.8333313,ingr_0000000475,salsa,55.666668,16.14333372,0.111333336,3.674000088,0.83500002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1573159903,0.0,180.0,0.0,0.0,0.0,ingr_0000000021,squash,110.533638,22.65939579,0.331600914,3.758143692,0.994802742,ingr_0000000161,olive oil,6.690765,59.1463626,6.690765,0.0,0.0,ingr_0000000243,mozzarella cheese,18.473038,51.281153488,3.158889498,0.591137216,5.17245064,ingr_0000000291,salt,0.012184,0.0,0.0,0.0,0.0,ingr_0000000444,dates,1.38167,3.8963094,0.00552668,1.0362525,0.03454175,ingr_0000000521,basil,4.618259,1.10838216,0.0,0.09236518,0.18473036,ingr_0000000549,,24.435665,57.545991075,1.148476255,10.189672305,1.31952591,ingr_0000000551,,13.854778,4.01788562,0.027709556,0.96983446,0.180112114
dish_1572540910,0.0,266.0,0.0,0.0,0.0,ingr_0000000008,scrambled eggs,201.0,297.48,22.11,3.216,20.1,ingr_0000000433,roasted potatoes,65.0,91.65,4.42,11.7,1.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1575307466,0.0,82.0,0.0,0.0,0.0,ingr_0000000055,banana,6.395482,5.69197898,0.019186446,1.47096086,0.070350302,ingr_0000000249,cashews,20.145412,111.484710008,8.702817984,6.224932308,3.585883336,ingr_0000000262,yogurt,40.290825,23.731295925,0.1611633,1.4504697,4.0290825,ingr_0000000291,salt,0.059217,0.0,0.0,0.0,0.0,ingr_0000000359,honey,15.10906,45.9315424,0.0,12.3894292,0.04532718,,,,,,,,,,,,,,,,,,,,,
dish_1571931648,0.0,231.0,0.0,0.0,0.0,ingr_0000000039,sausage,85.0,292.91,23.205,3.57,16.405,ingr_0000000128,egg whites,80.0,41.6,0.16,0.56,8.0,ingr_0000000433,roasted potatoes,66.0,93.06,4.488,11.88,1.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1572278894,0.0,61.0,0.0,0.0,0.0,ingr_0000000004,bacon,61.0,330.01,25.62,0.854,22.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1576259732,0.0,174.0,0.0,0.0,0.0,ingr_0000000279,omelets,174.0,267.96,20.358,1.044,18.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1573232434,0.0,83.0,0.0,0.0,0.0,ingr_0000000004,bacon,36.0,194.76,15.12,0.504,13.32,ingr_0000000027,broccoli,45.853661,16.04878135,0.183414644,3.20975627,1.100487864,ingr_0000000161,olive oil,1.146341,10.13365444,1.146341,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1572540208,0.0,198.0,0.0,0.0,0.0,ingr_0000000002,strawberries,46.0,15.18,0.138,3.68,0.322,ingr_0000000008,scrambled eggs,68.0,100.64,7.48,1.088,6.8,ingr_0000000433,roasted potatoes,84.0,118.44,5.712,15.12,1.764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1574711418,0.0,55.0,0.0,0.0,0.0,ingr_0000000027,broccoli,52.624573,18.41860055,0.210498292,3.68372011,1.262989752,ingr_0000000161,olive oil,0.986711,8.72252524,0.986711,0.0,0.0,ingr_0000000174,bread crumbs,0.725109,2.86418055,0.036980559,0.517002717,0.095714388,ingr_0000000291,salt,0.005801,0.0,0.0,0.0,0.0,ingr_0000000448,jalapenos,0.657807,0.19076403,0.002631228,0.042757455,0.005920263,,,,,,,,,,,,,,,,,,,,,
dish_1574269685,0.0,149.0,0.0,0.0,0.0,ingr_0000000015,hash browns,149.0,485.74,32.78,47.68,3.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1575998399,0.0,114.0,0.0,0.0,0.0,ingr_0000000027,broccoli,25.894392,9.0630372,0.103577568,1.81260744,0.621465408,ingr_0000000179,eggs,20.094769,31.247365795,2.109950745,0.241137228,2.511846125,ingr_0000000192,yam,25.894392,32.134940472,0.051788784,7.612951248,0.414310272,ingr_0000000291,salt,0.038058,0.0,0.0,0.0,0.0,ingr_0000000357,lentils,38.841591,44.27941374,0.155366364,7.7683182,3.49574319,ingr_0000000555,,3.236799,28.690986336,3.236799,0.0,0.0,,,,,,,,,,,,,,
dish_1572031254,0.0,133.0,0.0,0.0,0.0,ingr_0000000161,olive oil,5.59789,49.4853476,5.59789,0.0,0.0,ingr_0000000217,lamb,53.0,155.873,11.183,0.0,13.091,ingr_0000000243,mozzarella cheese,22.39156,62.15897056,3.82895676,0.71652992,6.2696368,ingr_0000000521,basil,5.59789,1.3434936,0.0,0.1119578,0.2239156,ingr_0000000549,,29.618988,69.75271674,1.392092436,12.351117996,1.599425352,ingr_0000000551,,16.793671,4.87016459,0.033587342,1.17555697,0.218317723,,,,,,,,,,,,,,
dish_1571944507,0.0,150.0,0.0,0.0,0.0,ingr_0000000018,turkey,130.0,245.7,9.1,0.13,37.7,ingr_0000000031,cucumbers,20.0,2.0,0.0,0.4,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1572464284,0.0,72.0,0.0,0.0,0.0,ingr_0000000101,leeks,30.757072,18.76181392,0.092271216,4.30599008,0.46135608,ingr_0000000161,olive oil,0.542462,4.79536408,0.542462,0.0,0.0,ingr_0000000192,yam,14.763395,18.321373195,0.02952679,4.34043813,0.23621432,ingr_0000000291,salt,11.072546,0.0,0.0,0.0,0.0,ingr_0000000475,salsa,1.845424,0.53517296,0.003690848,0.121797984,0.02768136,ingr_0000000524,parsley,13.019097,4.830084987,0.104152776,0.833222208,0.377553813,,,,,,,,,,,,,,
dish_1573851578,0.0,116.0,0.0,0.0,0.0,ingr_0000000185,collards,116.0,36.308,0.696,6.148,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1574097565,0.0,99.0,0.0,0.0,0.0,ingr_0000000015,hash browns,99.0,322.74,21.78,31.68,2.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1573579635,0.0,54.0,0.0,0.0,0.0,ingr_0000000019,bread,9.550688,25.347525952,0.401128896,4.039941024,1.28934288,ingr_0000000057,lemon,0.225631,0.06543299,0.000676893,0.02030679,0.002481941,ingr_0000000441,butter,0.902524,6.47109708,0.73104444,0.000902524,0.007220192,ingr_0000000494,jams,16.245434,45.16230652,0.016245434,11.20934946,0.064981736,ingr_0000000495,cream cheese,27.075722,94.765027,9.20574548,1.48916471,1.678694764,,,,,,,,,,,,,,,,,,,,,
dish_1571931809,0.0,139.0,0.0,0.0,0.0,ingr_0000000002,strawberries,35.0,11.55,0.105,2.8,0.245,ingr_0000000008,scrambled eggs,70.0,103.6,7.7,1.12,7.0,ingr_0000000433,roasted potatoes,34.0,47.94,2.312,6.12,0.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1573579355,0.0,36.0,0.0,0.0,0.0,ingr_0000000004,bacon,36.0,194.76,15.12,0.504,13.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1573760161,0.0,48.0,0.0,0.0,0.0,ingr_0000000027,broccoli,45.926899,16.07441465,0.183707596,3.21488293,1.102245576,ingr_0000000161,olive oil,0.861129,7.61238036,0.861129,0.0,0.0,ingr_0000000174,bread crumbs,0.632822,2.4996469,0.032273922,0.451202086,0.083532504,ingr_0000000291,salt,0.005063,0.0,0.0,0.0,0.0,ingr_0000000448,jalapenos,0.574086,0.16648494,0.002296344,0.03731559,0.005166774,,,,,,,,,,,,,,,,,,,,,
dish_1572454041,0.0,233.0,0.0,0.0,0.0,ingr_0000000002,strawberries,233.0,76.89,0.699,18.64,1.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1575923893,0.0,115.0,0.0,0.0,0.0,ingr_0000000074,pasta,115.0,151.34,1.265,28.52,5.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1572988785,0.0,107.0,0.0,0.0,0.0,ingr_0000000052,cheese,3.979933,15.99933066,1.31337789,0.051739129,0.99498325,ingr_0000000060,tortilla,8.189308,17.85269144,0.237489932,3.6851886,0.49135848,ingr_0000000094,onions,8.001325,3.20053,0.008001325,0.72011925,0.088014575,ingr_0000000117,tacos,53.0,119.78,6.89,10.653,4.664,ingr_0000000462,pork,25.206244,59.99086072,3.52887416,0.0,6.55362344,ingr_0000000475,salsa,8.623189,2.50072481,0.017246378,0.569130474,0.129347835,,,,,,,,,,,,,,
dish_1574280383,0.0,113.0,0.0,0.0,0.0,ingr_0000000031,cucumbers,71.0,7.1,0.0,1.42,0.71,ingr_0000000442,hummus,42.0,69.72,4.032,5.88,3.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1572035271,0.0,53.0,0.0,0.0,0.0,ingr_0000000161,olive oil,3.708602,32.78404168,3.708602,0.0,0.0,ingr_0000000243,mozzarella cheese,14.834409,41.180319384,2.536683939,0.474701088,4.15363452,ingr_0000000521,basil,3.708602,0.89006448,0.0,0.07417204,0.14834408,ingr_0000000549,,19.62258,46.2111759,0.92226126,8.18261586,1.05961932,ingr_0000000551,,11.125807,3.22648403,0.022251614,0.77880649,0.144635491,,,,,,,,,,,,,,,,,,,,,
dish_1575393132,0.0,162.0,0.0,0.0,0.0,ingr_0000000032,tomatoes,34.09058,11.5907972,0.23863406,2.31815944,0.23863406,ingr_0000000042,avocado,51.135868,81.8173888,7.6703802,4.60222812,1.02271736,ingr_0000000098,multigrain bread,30.062771,85.889336747,2.765774932,14.73075779,1.232573611,ingr_0000000161,olive oil,8.522645,75.3401818,8.522645,0.0,0.0,ingr_0000000281,edamame,34.09058,41.5905076,1.73861958,3.34087684,3.7499638,ingr_0000000291,salt,0.100209,0.0,0.0,0.0,0.0,ingr_0000000364,sunflower seeds,2.498216,13.64025936,1.249108,0.3747324,0.47466104,ingr_0000000531,pumpkin seeds,1.49913,6.6861198,0.2848347,0.8095302,0.2848347
dish_1576171118,0.0,53.0,0.0,0.0,0.0,ingr_0000000510,chicken apple sausage,53.0,84.8,5.3,1.59,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1572625859,0.0,250.0,0.0,0.0,0.0,ingr_0000000004,bacon,43.0,232.63,18.06,0.602,15.91,ingr_0000000008,scrambled eggs,130.0,192.4,14.3,2.08,13.0,ingr_0000000194,fried rice,51.0,80.427,1.122,15.249,2.397,ingr_0000000475,salsa,26.0,7.54,0.052,1.716,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1572886987,0.0,43.0,0.0,0.0,0.0,ingr_0000000015,hash browns,43.0,140.18,9.46,13.76,1.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1576183111,0.0,34.0,0.0,0.0,0.0,ingr_0000000161,olive oil,2.379103,21.03127052,2.379103,0.0,0.0,ingr_0000000243,mozzarella cheese,9.516413,26.417562488,1.627306623,0.304525216,2.66459564,ingr_0000000521,basil,2.379103,0.57098472,0.0,0.04758206,0.09516412,ingr_0000000549,,12.58807,29.64490485,0.59163929,5.24922519,0.67975578,ingr_0000000551,,7.13731,2.0698199,0.01427462,0.4996117,0.09278503,,,,,,,,,,,,,,,,,,,,,
dish_1574097587,0.0,118.0,0.0,0.0,0.0,ingr_0000000004,bacon,19.0,102.79,7.98,0.266,7.03,ingr_0000000015,hash browns,99.0,322.74,21.78,31.68,2.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1571931623,0.0,151.0,0.0,0.0,0.0,ingr_0000000039,sausage,85.0,292.91,23.205,3.57,16.405,ingr_0000000433,roasted potatoes,66.0,93.06,4.488,11.88,1.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dish_1572365610,0.0,167.0,0.0,0.0,0.0,ingr_0000000433,roasted potatoes,167.0,235.47,11.356,30.06,3.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
